event_id,payment_id,timestamp,amount,currency,payment_method,bank,region,status,failure_reason,latency_ms,customer_id,attempt_number
evt_0006799,pay_0006799,2026-08-06 15:21:53.576410,1632.66,INR,WALLET,SBI,TS,success,,923.25,cust_004286,2
evt_0004953,pay_0004953,2026-08-06 15:23:01.872428,450.26,INR,UPI,HDFC,AP,success,,1138.28,cust_001530,2
evt_0007773,pay_0007773,2026-08-06 15:24:01.155529,468.23,INR,NETBANKING,ICICI,KA,success,,3923.27,cust_005688,1
evt_0010326,pay_0010326,2026-08-06 15:25:00.637961,154.46,INR,WALLET,HDFC,TS,success,,957.08,cust_001539,1
evt_0006368,pay_0006368,2026-08-06 15:26:39.588499,9504.93,INR,NETBANKING,ICICI,KA,success,,4454.83,cust_002741,1
evt_0009514,pay_0009514,2026-08-06 15:26:43.703234,90.62,INR,CARD,ICICI,MH,success,,2046.31,cust_002443,1
evt_0009082,pay_0009082,2026-08-06 15:29:03.894557,236.12,INR,UPI,SBI,MH,success,,932.72,cust_002695,1
evt_0001437,pay_0001437,2026-08-06 15:30:06.500628,114.57,INR,CARD,SBI,DL,success,,2346.68,cust_001531,1
evt_0015374,pay_0015374,2026-08-06 15:30:28.547262,1759.92,INR,CARD,HDFC,AP,success,,2830.11,cust_001484,1
evt_0009821,pay_0009821,2026-08-06 15:31:00.843792,318.94,INR,WALLET,AXIS,KA,success,,1166.38,cust_003436,2
evt_0015861,pay_0015861,2026-08-06 15:31:09.980675,130.18,INR,CARD,AXIS,AP,success,,2073.37,cust_000818,1
evt_0004190,pay_0004190,2026-08-06 15:33:46.866133,144.06,INR,CARD,KOTAK,TS,success,,3396.31,cust_004057,1
evt_0007649,pay_0007649,2026-08-06 15:34:11.880846,1504.26,INR,UPI,HDFC,TS,success,,1541.32,cust_000660,2
evt_0019482,pay_0019482,2026-08-06 15:35:10.251384,168.78,INR,NETBANKING,ICICI,AP,success,,3406.33,cust_001962,1
evt_0001884,pay_0001884,2026-08-06 15:37:51.880816,168.18,INR,CARD,AXIS,TS,success,,2906.88,cust_005122,3
evt_0019693,pay_0019693,2026-08-06 15:38:04.558479,395.33,INR,WALLET,KOTAK,TN,success,,811.8,cust_004652,1
evt_0013416,pay_0013416,2026-08-06 15:38:07.807378,275.88,INR,CARD,KOTAK,AP,success,,1756.04,cust_002252,1
evt_0006912,pay_0006912,2026-08-06 15:38:09.595894,1126.63,INR,CARD,SBI,AP,success,,2311.98,cust_001628,1
evt_0010942,pay_0010942,2026-08-06 15:38:17.914220,134.37,INR,CARD,SBI,DL,success,,3315.17,cust_000467,1
evt_0012574,pay_0012574,2026-08-06 15:39:00.589091,495.62,INR,CARD,AXIS,MH,success,,2795.91,cust_004167,1
evt_0004066,pay_0004066,2026-08-06 15:39:41.247114,43.42,INR,CARD,ICICI,TS,success,,2076.39,cust_004375,1
evt_0008629,pay_0008629,2026-08-06 15:40:32.481834,21.38,INR,NETBANKING,ICICI,DL,success,,4825.88,cust_002058,1
evt_0014256,pay_0014256,2026-08-06 15:41:55.896904,541.17,INR,NETBANKING,KOTAK,DL,success,,4450.39,cust_001692,1
evt_0005557,pay_0005557,2026-08-06 15:44:09.262018,86.66,INR,NETBANKING,SBI,MH,success,,2103.31,cust_005268,1
evt_0008870,pay_0008870,2026-08-06 15:47:41.255263,226.2,INR,CARD,KOTAK,KA,success,,3126.5,cust_000146,1
evt_0008687,pay_0008687,2026-08-06 15:48:45.171217,642.82,INR,WALLET,SBI,AP,failed,network_error,1706.73,cust_005466,1
evt_0002635,pay_0002635,2026-08-06 15:49:05.053126,98.66,INR,UPI,ICICI,MH,success,,1291.94,cust_001062,1
evt_0009240,pay_0009240,2026-08-06 15:51:24.321543,601.96,INR,NETBANKING,SBI,TN,success,,5490.33,cust_000554,1
evt_0007182,pay_0007182,2026-08-06 15:51:36.035460,934.8,INR,UPI,HDFC,AP,success,,888.49,cust_002379,1
evt_0010066,pay_0010066,2026-08-06 15:53:32.810229,141.33,INR,UPI,SBI,AP,success,,1058.91,cust_003209,1
evt_0007727,pay_0007727,2026-08-06 15:54:35.879150,93.49,INR,NETBANKING,SBI,TN,success,,1662.94,cust_004540,1
evt_0012642,pay_0012642,2026-08-06 15:55:09.357983,851.2,INR,CARD,ICICI,AP,success,,1733.19,cust_002562,1
evt_0016069,pay_0016069,2026-08-06 15:56:09.121388,1489.34,INR,CARD,ICICI,TS,success,,1653.42,cust_005780,1
evt_0012264,pay_0012264,2026-08-06 15:57:47.397113,3115.93,INR,CARD,KOTAK,AP,success,,2267.9,cust_000724,1
evt_0017965,pay_0017965,2026-08-06 15:58:28.110453,847.49,INR,WALLET,AXIS,KA,success,,726.71,cust_003906,1
evt_0016005,pay_0016005,2026-08-06 16:01:39.553569,418.61,INR,UPI,ICICI,AP,failed,bank_declined,1553.65,cust_000081,1
evt_0011060,pay_0011060,2026-08-06 16:02:09.476861,439.76,INR,WALLET,SBI,MH,success,,1117.07,cust_000955,1
evt_0003568,pay_0003568,2026-08-06 16:02:27.353728,142.74,INR,CARD,HDFC,TS,success,,1460.89,cust_003615,1
evt_0008565,pay_0008565,2026-08-06 16:02:37.338202,488.8,INR,NETBANKING,AXIS,AP,success,,3567.5,cust_001579,1
evt_0019969,pay_0019969,2026-08-06 16:02:50.174416,1402.0,INR,NETBANKING,SBI,KA,success,,3928.11,cust_003339,2
evt_0009924,pay_0009924,2026-08-06 16:04:14.441354,379.81,INR,UPI,KOTAK,TS,success,,1338.4,cust_000806,1
evt_0009976,pay_0009976,2026-08-06 16:06:16.808729,363.54,INR,NETBANKING,AXIS,KA,success,,4166.16,cust_001077,1
evt_0000875,pay_0000875,2026-08-06 16:06:48.808725,331.67,INR,WALLET,ICICI,KA,success,,1101.42,cust_005297,2
evt_0010176,pay_0010176,2026-08-06 16:08:04.260348,877.33,INR,CARD,HDFC,TS,success,,1839.01,cust_001530,1
evt_0002732,pay_0002732,2026-08-06 16:09:15.503156,914.59,INR,CARD,ICICI,MH,success,,2263.02,cust_004432,2
evt_0004899,pay_0004899,2026-08-06 16:09:50.561654,309.91,INR,NETBANKING,AXIS,DL,success,,6324.39,cust_005908,1
evt_0018483,pay_0018483,2026-08-06 16:11:18.272314,800.64,INR,NETBANKING,SBI,AP,success,,3637.96,cust_001208,3
evt_0005407,pay_0005407,2026-08-06 16:11:36.995026,2894.08,INR,NETBANKING,ICICI,MH,success,,1425.84,cust_002999,1
evt_0007754,pay_0007754,2026-08-06 16:14:56.952430,321.65,INR,CARD,ICICI,TS,success,,2941.22,cust_000265,4
evt_0010457,pay_0010457,2026-08-06 16:15:21.380648,146.35,INR,WALLET,SBI,AP,success,,506.65,cust_004476,2
evt_0003220,pay_0003220,2026-08-06 16:18:09.136980,1037.82,INR,CARD,ICICI,TS,success,,1445.84,cust_003552,1
evt_0019695,pay_0019695,2026-08-06 16:18:26.334354,369.17,INR,UPI,SBI,DL,success,,1495.82,cust_003780,1
evt_0008236,pay_0008236,2026-08-06 16:21:02.093451,88.34,INR,CARD,ICICI,TS,success,,1757.37,cust_000392,1
evt_0016187,pay_0016187,2026-08-06 16:22:31.953243,968.83,INR,NETBANKING,SBI,MH,success,,5221.55,cust_005980,2
evt_0006997,pay_0006997,2026-08-06 16:22:37.647561,2016.3,INR,WALLET,SBI,TS,success,,1024.79,cust_000713,1
evt_0005691,pay_0005691,2026-08-06 16:23:42.906506,2230.88,INR,NETBANKING,ICICI,TS,success,,2463.62,cust_001826,1
evt_0005735,pay_0005735,2026-08-06 16:23:45.312081,722.75,INR,CARD,HDFC,AP,success,,2186.71,cust_005572,1
evt_0015980,pay_0015980,2026-08-06 16:23:58.077989,924.95,INR,UPI,KOTAK,TN,success,,872.84,cust_005829,1
evt_0016479,pay_0016479,2026-08-06 16:24:12.012624,858.15,INR,NETBANKING,AXIS,MH,success,,4149.59,cust_000260,1
evt_0013698,pay_0013698,2026-08-06 16:24:16.272380,82.6,INR,WALLET,HDFC,DL,success,,837.5,cust_005745,3
evt_0003977,pay_0003977,2026-08-06 16:24:18.569653,481.25,INR,UPI,KOTAK,KA,success,,1209.79,cust_002859,2
evt_0002653,pay_0002653,2026-08-06 16:25:53.710781,231.39,INR,NETBANKING,SBI,TN,success,,4289.47,cust_001357,1
evt_0000037,pay_0000037,2026-08-06 16:26:28.524130,542.93,INR,UPI,SBI,DL,success,,1603.39,cust_004751,1
evt_0007276,pay_0007276,2026-08-06 16:27:20.422253,73.31,INR,NETBANKING,KOTAK,TS,success,,3518.39,cust_004009,1
evt_0007622,pay_0007622,2026-08-06 16:27:22.255827,1486.55,INR,UPI,ICICI,TS,success,,1590.01,cust_000860,2
evt_0017577,pay_0017577,2026-08-06 16:27:33.681351,88.25,INR,NETBANKING,KOTAK,TN,success,,3099.31,cust_002525,1
evt_0004348,pay_0004348,2026-08-06 16:29:27.418558,129.59,INR,NETBANKING,ICICI,AP,success,,5802.34,cust_000625,1
evt_0005500,pay_0005500,2026-08-06 16:32:27.004397,1191.3,INR,WALLET,SBI,TS,success,,1268.45,cust_000833,2
evt_0006229,pay_0006229,2026-08-06 16:32:46.570764,796.9,INR,CARD,KOTAK,MH,success,,2845.78,cust_004761,1
evt_0005446,pay_0005446,2026-08-06 16:33:57.386508,978.77,INR,NETBANKING,ICICI,KA,success,,5237.78,cust_004740,2
evt_0002816,pay_0002816,2026-08-06 16:37:47.265775,181.07,INR,UPI,KOTAK,TS,failed,unknown,1168.89,cust_000932,1
evt_0010460,pay_0010460,2026-08-06 16:41:03.855166,331.81,INR,UPI,ICICI,KA,success,,1732.02,cust_001992,2
evt_0001867,pay_0001867,2026-08-06 16:42:34.595217,3130.93,INR,CARD,ICICI,DL,success,,4127.87,cust_004063,1
evt_0004663,pay_0004663,2026-08-06 16:45:12.247547,209.35,INR,UPI,ICICI,MH,success,,1292.63,cust_004610,1
evt_0011788,pay_0011788,2026-08-06 16:45:23.234789,1983.53,INR,NETBANKING,AXIS,DL,success,,2506.61,cust_001759,1
evt_0016888,pay_0016888,2026-08-06 16:46:03.498155,442.82,INR,UPI,AXIS,TS,success,,989.32,cust_005170,1
evt_0004130,pay_0004130,2026-08-06 16:46:39.196675,95.6,INR,WALLET,SBI,MH,success,,845.24,cust_001646,1
evt_0010769,pay_0010769,2026-08-06 16:49:48.032046,54.42,INR,CARD,SBI,TS,success,,2842.03,cust_005275,2
evt_0009208,pay_0009208,2026-08-06 16:50:01.297909,2686.64,INR,WALLET,SBI,DL,success,,576.45,cust_003472,1
evt_0005648,pay_0005648,2026-08-06 16:50:02.396598,808.33,INR,UPI,ICICI,DL,success,,891.36,cust_000683,1
evt_0003549,pay_0003549,2026-08-06 16:51:12.914045,931.73,INR,WALLET,AXIS,TS,success,,1163.6,cust_003371,3
evt_0004744,pay_0004744,2026-08-06 16:51:41.944759,259.69,INR,WALLET,AXIS,TS,success,,865.36,cust_000455,1
evt_0017801,pay_0017801,2026-08-06 16:52:34.972124,1807.66,INR,CARD,SBI,TS,success,,2828.01,cust_004814,1
evt_0008319,pay_0008319,2026-08-06 16:56:12.960580,752.76,INR,CARD,KOTAK,TS,success,,2380.89,cust_005020,1
evt_0001192,pay_0001192,2026-08-06 16:56:41.736692,158.59,INR,WALLET,ICICI,DL,success,,740.3,cust_002549,1
evt_0004896,pay_0004896,2026-08-06 16:56:58.728302,119.62,INR,CARD,KOTAK,TN,success,,2946.91,cust_000633,1
evt_0011890,pay_0011890,2026-08-06 16:59:47.994171,475.93,INR,UPI,AXIS,AP,success,,843.55,cust_003581,1
evt_0002036,pay_0002036,2026-08-06 17:00:17.578536,3013.96,INR,UPI,ICICI,DL,success,,1191.86,cust_004644,1
evt_0016320,pay_0016320,2026-08-06 17:01:00.527590,775.26,INR,WALLET,ICICI,TN,success,,816.4,cust_003523,1
evt_0019344,pay_0019344,2026-08-06 17:01:20.266374,323.89,INR,UPI,KOTAK,KA,success,,758.08,cust_003699,1
evt_0010919,pay_0010919,2026-08-06 17:01:33.457644,139.99,INR,WALLET,ICICI,TN,success,,680.4,cust_005431,2
evt_0006202,pay_0006202,2026-08-06 17:01:45.734804,384.41,INR,CARD,SBI,AP,success,,1140.9,cust_005196,1
evt_0018168,pay_0018168,2026-08-06 17:02:56.143599,110.47,INR,CARD,KOTAK,KA,success,,2999.6,cust_000609,1
evt_0004208,pay_0004208,2026-08-06 17:03:14.321297,562.43,INR,WALLET,AXIS,DL,success,,741.86,cust_004402,1
evt_0009181,pay_0009181,2026-08-06 17:03:39.088681,71.49,INR,CARD,KOTAK,AP,failed,insufficient_funds,2739.66,cust_001657,2
evt_0002392,pay_0002392,2026-08-06 17:03:57.728349,1260.21,INR,UPI,ICICI,TS,success,,1442.4,cust_003002,1
evt_0013774,pay_0013774,2026-08-06 17:05:27.266300,2530.55,INR,NETBANKING,ICICI,MH,failed,bank_declined,6923.12,cust_004197,1
evt_0017697,pay_0017697,2026-08-06 17:06:14.501199,280.96,INR,CARD,ICICI,DL,success,,3230.25,cust_003864,1
evt_0004829,pay_0004829,2026-08-06 17:07:19.981803,262.4,INR,UPI,SBI,DL,success,,712.42,cust_004169,1
evt_0017154,pay_0017154,2026-08-06 17:08:48.955647,50.09,INR,WALLET,HDFC,MH,success,,1074.64,cust_003700,1
evt_0012796,pay_0012796,2026-08-06 17:09:07.248034,267.21,INR,CARD,SBI,TS,success,,2553.56,cust_004876,1
evt_0003384,pay_0003384,2026-08-06 17:12:23.192709,557.66,INR,CARD,HDFC,TS,success,,1308.6,cust_001838,1
evt_0000036,pay_0000036,2026-08-06 17:13:12.062266,666.01,INR,WALLET,SBI,TS,success,,1049.04,cust_003444,1
evt_0002944,pay_0002944,2026-08-06 17:13:20.524901,2511.26,INR,WALLET,KOTAK,TS,success,,239.39,cust_003565,1
evt_0019946,pay_0019946,2026-08-06 17:13:48.732864,148.06,INR,NETBANKING,HDFC,TN,success,,3298.08,cust_003248,1
evt_0009262,pay_0009262,2026-08-06 17:14:56.173014,199.46,INR,NETBANKING,ICICI,DL,success,,3257.9,cust_003583,1
evt_0002340,pay_0002340,2026-08-06 17:15:37.559595,291.51,INR,CARD,SBI,DL,success,,1859.6,cust_005970,1
evt_0010099,pay_0010099,2026-08-06 17:15:52.972298,101.4,INR,CARD,KOTAK,TN,success,,1630.0,cust_000561,2
evt_0008575,pay_0008575,2026-08-06 17:17:10.823804,198.65,INR,CARD,SBI,MH,success,,2653.07,cust_001841,1
evt_0016024,pay_0016024,2026-08-06 17:18:05.573509,463.26,INR,CARD,SBI,TN,success,,3841.61,cust_000941,1
evt_0017777,pay_0017777,2026-08-06 17:20:08.048561,331.64,INR,UPI,ICICI,MH,success,,1675.96,cust_005527,1
evt_0014076,pay_0014076,2026-08-06 17:20:17.855139,1012.64,INR,WALLET,AXIS,MH,success,,819.53,cust_000261,1
evt_0006261,pay_0006261,2026-08-06 17:20:28.948822,302.86,INR,UPI,KOTAK,TS,success,,1166.23,cust_005606,1
evt_0007179,pay_0007179,2026-08-06 17:21:39.443569,469.06,INR,UPI,ICICI,MH,success,,811.13,cust_000378,1
evt_0006915,pay_0006915,2026-08-06 17:23:05.871040,269.47,INR,UPI,ICICI,TS,success,,1054.83,cust_003223,1
evt_0018771,pay_0018771,2026-08-06 17:23:25.707815,275.84,INR,WALLET,ICICI,KA,success,,1010.73,cust_000123,1
evt_0016138,pay_0016138,2026-08-06 17:24:21.643632,210.24,INR,CARD,HDFC,TS,success,,3931.29,cust_004629,1
evt_0007894,pay_0007894,2026-08-06 17:26:23.526364,427.69,INR,NETBANKING,AXIS,TS,success,,4014.8,cust_005937,1
evt_0017386,pay_0017386,2026-08-06 17:28:27.717910,981.03,INR,UPI,SBI,DL,success,,1071.09,cust_004446,1
evt_0012432,pay_0012432,2026-08-06 17:31:31.761008,155.23,INR,WALLET,SBI,DL,success,,953.53,cust_005803,2
evt_0019240,pay_0019240,2026-08-06 17:31:58.046713,297.56,INR,UPI,SBI,TS,success,,1411.82,cust_002991,3
evt_0010383,pay_0010383,2026-08-06 17:32:08.674028,693.79,INR,CARD,KOTAK,AP,success,,1114.95,cust_001404,1
evt_0009231,pay_0009231,2026-08-06 17:32:45.774553,218.49,INR,CARD,SBI,KA,success,,3979.24,cust_004105,1
evt_0002869,pay_0002869,2026-08-06 17:32:49.100022,2260.46,INR,CARD,KOTAK,TN,success,,3210.37,cust_003889,1
evt_0016972,pay_0016972,2026-08-06 17:33:23.973756,444.05,INR,NETBANKING,HDFC,TS,success,,5780.74,cust_003609,1
evt_0000153,pay_0000153,2026-08-06 17:34:10.794821,352.98,INR,UPI,ICICI,DL,success,,1248.11,cust_003686,1
evt_0012162,pay_0012162,2026-08-06 17:34:47.123801,241.38,INR,WALLET,ICICI,TS,success,,953.55,cust_004060,1
evt_0007877,pay_0007877,2026-08-06 17:35:46.701180,317.22,INR,UPI,ICICI,KA,success,,1056.49,cust_004278,4
evt_0009997,pay_0009997,2026-08-06 17:36:00.306203,197.5,INR,NETBANKING,AXIS,MH,failed,insufficient_funds,4185.29,cust_000789,1
evt_0006117,pay_0006117,2026-08-06 17:38:17.701228,121.55,INR,UPI,HDFC,TN,success,,764.09,cust_000568,1
evt_0007172,pay_0007172,2026-08-06 17:43:48.648535,95.16,INR,UPI,ICICI,AP,success,,1798.8,cust_000016,1
evt_0006302,pay_0006302,2026-08-06 17:44:34.066312,192.58,INR,WALLET,SBI,MH,success,,1141.97,cust_005843,1
evt_0010092,pay_0010092,2026-08-06 17:44:55.407599,127.66,INR,NETBANKING,KOTAK,TS,failed,network_error,7236.34,cust_003638,1
evt_0002235,pay_0002235,2026-08-06 17:45:24.395140,452.95,INR,WALLET,SBI,AP,success,,1330.63,cust_001055,2
evt_0006390,pay_0006390,2026-08-06 17:46:29.613728,12.58,INR,NETBANKING,HDFC,DL,success,,5317.93,cust_000249,1
evt_0014415,pay_0014415,2026-08-06 17:47:06.649055,142.96,INR,WALLET,ICICI,AP,failed,insufficient_funds,686.4,cust_005890,1
evt_0006489,pay_0006489,2026-08-06 17:48:34.991820,1857.72,INR,UPI,ICICI,TS,success,,944.69,cust_001153,1
evt_0000620,pay_0000620,2026-08-06 17:50:50.813495,584.43,INR,UPI,ICICI,TN,success,,1057.34,cust_002351,1
evt_0007918,pay_0007918,2026-08-06 17:51:40.784159,3485.01,INR,CARD,KOTAK,MH,success,,2843.73,cust_005411,2
evt_0011555,pay_0011555,2026-08-06 17:54:52.834508,97.19,INR,UPI,SBI,KA,success,,1219.17,cust_002668,1
evt_0007951,pay_0007951,2026-08-06 17:55:11.450309,641.7,INR,WALLET,HDFC,TS,success,,939.06,cust_003134,1
evt_0012884,pay_0012884,2026-08-06 17:56:09.778790,729.83,INR,UPI,SBI,AP,success,,1411.4,cust_005292,1
evt_0006330,pay_0006330,2026-08-06 17:56:23.257878,374.48,INR,NETBANKING,AXIS,DL,success,,2787.51,cust_001498,1
evt_0017804,pay_0017804,2026-08-06 17:56:50.496355,772.8,INR,UPI,HDFC,AP,success,,1397.11,cust_003553,1
evt_0012609,pay_0012609,2026-08-06 17:58:48.134811,646.26,INR,NETBANKING,ICICI,AP,success,,4067.92,cust_003797,1
evt_0002676,pay_0002676,2026-08-06 17:58:55.183445,126.46,INR,UPI,KOTAK,AP,success,,1262.26,cust_002354,4
evt_0012478,pay_0012478,2026-08-06 18:00:59.243217,201.3,INR,UPI,ICICI,AP,success,,1267.87,cust_004104,1
evt_0005584,pay_0005584,2026-08-06 18:01:55.460818,315.0,INR,WALLET,ICICI,DL,success,,257.77,cust_003401,1
evt_0009528,pay_0009528,2026-08-06 18:02:19.844896,2779.71,INR,WALLET,AXIS,AP,success,,693.33,cust_000519,1
evt_0014151,pay_0014151,2026-08-06 18:04:26.580778,992.59,INR,UPI,KOTAK,MH,success,,1148.38,cust_002650,2
evt_0012718,pay_0012718,2026-08-06 18:04:40.630055,505.72,INR,WALLET,SBI,TS,success,,1220.66,cust_002469,1
evt_0019812,pay_0019812,2026-08-06 18:04:54.438363,208.81,INR,NETBANKING,KOTAK,TN,success,,5560.81,cust_003837,1
evt_0014612,pay_0014612,2026-08-06 18:08:28.210338,85.59,INR,UPI,HDFC,KA,success,,1273.99,cust_004562,1
evt_0010677,pay_0010677,2026-08-06 18:08:35.128858,146.99,INR,UPI,KOTAK,DL,success,,1329.49,cust_002700,1
evt_0002836,pay_0002836,2026-08-06 18:09:40.909551,1136.02,INR,WALLET,SBI,TS,success,,508.93,cust_003449,1
evt_0013812,pay_0013812,2026-08-06 18:10:44.547089,186.74,INR,WALLET,KOTAK,KA,success,,618.88,cust_004526,1
evt_0003870,pay_0003870,2026-08-06 18:10:48.102513,2183.71,INR,CARD,KOTAK,DL,success,,1975.81,cust_002886,1
evt_0004840,pay_0004840,2026-08-06 18:13:10.191625,769.71,INR,NETBANKING,AXIS,TN,success,,3372.6,cust_002250,2
evt_0014319,pay_0014319,2026-08-06 18:13:17.377041,1035.26,INR,CARD,ICICI,AP,success,,5153.71,cust_004850,1
evt_0014198,pay_0014198,2026-08-06 18:13:28.537869,3172.35,INR,CARD,AXIS,AP,success,,2288.64,cust_004628,1
evt_0003829,pay_0003829,2026-08-06 18:15:11.311642,199.59,INR,UPI,AXIS,KA,success,,1314.26,cust_001008,1
evt_0017432,pay_0017432,2026-08-06 18:16:04.387313,2188.61,INR,NETBANKING,SBI,MH,success,,2310.38,cust_001563,1
evt_0001393,pay_0001393,2026-08-06 18:16:42.435118,681.36,INR,NETBANKING,SBI,MH,success,,6852.0,cust_001021,1
evt_0000556,pay_0000556,2026-08-06 18:19:47.653826,86.18,INR,WALLET,ICICI,TS,success,,904.68,cust_003790,1
evt_0008547,pay_0008547,2026-08-06 18:20:30.583286,106.49,INR,NETBANKING,KOTAK,KA,failed,timeout,10504.51,cust_005914,1
evt_0015576,pay_0015576,2026-08-06 18:20:41.502488,634.34,INR,CARD,KOTAK,DL,success,,2658.96,cust_002407,1
evt_0019043,pay_0019043,2026-08-06 18:20:42.099910,2521.97,INR,CARD,AXIS,DL,success,,2050.7,cust_002426,3
evt_0005611,pay_0005611,2026-08-06 18:21:26.396485,207.99,INR,UPI,KOTAK,AP,success,,1128.62,cust_001417,1
evt_0013282,pay_0013282,2026-08-06 18:21:35.480972,867.18,INR,WALLET,ICICI,TS,success,,911.18,cust_004321,1
evt_0007671,pay_0007671,2026-08-06 18:21:54.297302,239.62,INR,UPI,ICICI,TN,success,,1577.68,cust_000228,1
evt_0008294,pay_0008294,2026-08-06 18:22:24.526118,599.88,INR,NETBANKING,KOTAK,TN,success,,1679.42,cust_005624,1
evt_0005301,pay_0005301,2026-08-06 18:23:04.735454,34.18,INR,NETBANKING,AXIS,TS,success,,4483.26,cust_004214,1
evt_0002847,pay_0002847,2026-08-06 18:23:09.797490,701.35,INR,NETBANKING,HDFC,MH,success,,3856.11,cust_004322,1
evt_0005596,pay_0005596,2026-08-06 18:23:52.927201,2817.71,INR,WALLET,HDFC,DL,success,,754.99,cust_005726,1
evt_0004389,pay_0004389,2026-08-06 18:24:21.339577,3587.99,INR,CARD,ICICI,KA,success,,4275.12,cust_000981,2
evt_0013534,pay_0013534,2026-08-06 18:24:40.147153,474.16,INR,NETBANKING,ICICI,AP,success,,3580.79,cust_000066,1
evt_0006579,pay_0006579,2026-08-06 18:24:46.930363,283.61,INR,NETBANKING,KOTAK,DL,success,,6000.62,cust_004559,1
evt_0005841,pay_0005841,2026-08-06 18:26:17.475975,209.57,INR,WALLET,KOTAK,AP,failed,insufficient_funds,714.36,cust_003486,1
evt_0009206,pay_0009206,2026-08-06 18:26:45.253594,6924.38,INR,NETBANKING,ICICI,TS,success,,5527.68,cust_001713,1
evt_0005874,pay_0005874,2026-08-06 18:28:36.366826,1665.7,INR,NETBANKING,AXIS,AP,failed,technical_error,4910.96,cust_002888,1
evt_0016265,pay_0016265,2026-08-06 18:29:33.784654,455.37,INR,UPI,SBI,AP,success,,953.6,cust_003815,1
evt_0003115,pay_0003115,2026-08-06 18:29:42.626903,80.52,INR,CARD,HDFC,KA,success,,3597.49,cust_005821,2
evt_0006118,pay_0006118,2026-08-06 18:30:22.701337,192.3,INR,NETBANKING,HDFC,MH,success,,4096.19,cust_000544,2
evt_0005460,pay_0005460,2026-08-06 18:30:25.123577,1834.81,INR,UPI,ICICI,AP,success,,839.81,cust_003495,1
evt_0008738,pay_0008738,2026-08-06 18:30:59.678623,395.48,INR,UPI,SBI,KA,success,,1292.21,cust_003156,1
evt_0003067,pay_0003067,2026-08-06 18:31:15.564801,1250.69,INR,NETBANKING,SBI,AP,success,,5901.71,cust_000201,1
evt_0018474,pay_0018474,2026-08-06 18:31:51.791228,210.88,INR,UPI,KOTAK,MH,success,,1435.14,cust_005896,1
evt_0015610,pay_0015610,2026-08-06 18:32:13.325932,2558.62,INR,WALLET,AXIS,AP,success,,636.02,cust_003661,1
evt_0008586,pay_0008586,2026-08-06 18:34:51.507814,786.17,INR,WALLET,HDFC,DL,success,,504.13,cust_001391,1
evt_0009691,pay_0009691,2026-08-06 18:35:01.956015,588.8,INR,WALLET,KOTAK,KA,success,,792.45,cust_002987,1
evt_0005488,pay_0005488,2026-08-06 18:35:03.072044,325.3,INR,CARD,HDFC,KA,failed,technical_error,3881.95,cust_003136,1
evt_0010219,pay_0010219,2026-08-06 18:36:30.918363,2618.88,INR,UPI,SBI,TS,success,,931.32,cust_003610,1
evt_0011833,pay_0011833,2026-08-06 18:36:42.470176,390.02,INR,NETBANKING,HDFC,DL,success,,5187.77,cust_003937,1
evt_0014631,pay_0014631,2026-08-06 18:36:46.311633,1063.55,INR,NETBANKING,HDFC,MH,failed,technical_error,3354.05,cust_001049,1
evt_0012816,pay_0012816,2026-08-06 18:37:17.225836,206.28,INR,NETBANKING,AXIS,MH,success,,5733.06,cust_001499,2
evt_0009669,pay_0009669,2026-08-06 18:37:42.690032,410.05,INR,CARD,AXIS,DL,success,,2945.09,cust_000387,1
evt_0002595,pay_0002595,2026-08-06 18:37:50.543755,523.04,INR,CARD,HDFC,TS,success,,2649.33,cust_005880,1
evt_0014102,pay_0014102,2026-08-06 18:37:52.910629,112.23,INR,WALLET,SBI,MH,success,,820.19,cust_001887,1
evt_0015715,pay_0015715,2026-08-06 18:38:55.041787,92.87,INR,CARD,ICICI,AP,success,,2075.73,cust_003913,1
evt_0006138,pay_0006138,2026-08-06 18:39:59.788174,727.36,INR,WALLET,AXIS,AP,success,,977.56,cust_003367,1
evt_0006030,pay_0006030,2026-08-06 18:40:09.104307,492.33,INR,NETBANKING,KOTAK,DL,success,,3740.8,cust_004051,1
evt_0002266,pay_0002266,2026-08-06 18:40:43.700635,133.02,INR,UPI,SBI,MH,success,,713.27,cust_001142,2
evt_0012385,pay_0012385,2026-08-06 18:40:58.582729,3761.22,INR,WALLET,ICICI,TS,success,,802.22,cust_001049,1
evt_0001963,pay_0001963,2026-08-06 18:41:42.654123,634.08,INR,UPI,ICICI,KA,failed,insufficient_funds,1210.11,cust_005448,1
evt_0005399,pay_0005399,2026-08-06 18:43:04.409514,768.75,INR,NETBANKING,AXIS,KA,success,,2253.7,cust_000636,1
evt_0006656,pay_0006656,2026-08-06 18:43:26.072317,908.97,INR,UPI,SBI,KA,success,,1628.03,cust_003047,1
evt_0002198,pay_0002198,2026-08-06 18:45:14.945475,545.49,INR,UPI,AXIS,AP,success,,629.43,cust_002425,1
evt_0012878,pay_0012878,2026-08-06 18:46:12.945215,2427.52,INR,NETBANKING,ICICI,DL,success,,2931.93,cust_002228,1
evt_0018081,pay_0018081,2026-08-06 18:46:47.096153,2598.74,INR,UPI,KOTAK,MH,success,,1170.74,cust_002363,1
evt_0005490,pay_0005490,2026-08-06 18:47:03.083237,342.01,INR,CARD,SBI,MH,success,,2186.78,cust_004097,1
